1chr_position	sample3	sample1	sample4	sample2
chr20,13784895,13786723	0.893	1.000	0.938	1.000
chr20,19653592,19654155	0.833	0.968	0.795	0.972
chr20,46981019,46983875	0.967	0.953	0.694	1.000
chr20,34957051,34957591	1.000	NA	0.929	0.804
chr20,36194103,36194426	0.818	1.000	0.936	0.565
chr20,15323519,15324590	0.929	0.968	0.350	1.000
chr20,21785209,21785782	1.000	0.913	0.867	0.744
chr20,49835863,49838943	0.327	0.676	0.541	0.455
chr20,18991618,18993000	0.921	0.826	0.591	NA
chr20,41144330,41146604	0.535	0.891	0.611	NA
chr20,23004502,23005223	0.349	0.765	0.433	1.000
chr20,47221609,47223591	1.000	0.176	0.725	0.576
chr20,17849659,17850433	0.750	0.937	0.857	0.972
chr20,33584095,33584369	0.000	0.889	0.786	0.308
chr20,14558160,14560907	0.911	0.960	0.922	0.992
chr20,55260198,55260906	0.906	0.800	0.833	0.231
chr20,56380957,56382213	0.622	0.667	0.925	1.000
chr20,9657938,9659041	0.842	1.000	0.679	NA
chr20,55208599,55208926	NA	0.600	0.000	NA
chr20,45875137,45875546	0.773	0.994	0.947	1.000
chr20,248562,248917	0.900	0.796	0.778	1.000
chr20,39666053,39666506	1.000	0.750	0.714	0.372
chr20,48406164,48408041	0.105	0.103	0.261	0.452
chr20,37377090,37377556	0.000	0.304	0.000	0.000
chr20,52746661,52747871	0.786	0.914	0.889	0.500
chr20,55774671,55774741	0.455	1.000	NA	NA
chr20,16740090,16741361	NA	0.900	0.933	0.013
chr20,31513523,31514159	1.000	0.750	0.920	1.000
chr20,7763316,7766028	0.420	0.838	0.596	0.862
chr20,880713,881895	0.980	0.925	0.786	0.562
chr20,23216115,23216923	0.958	0.385	0.345	0.545
chr20,21282991,21283370	0.259	0.526	0.577	0.094
chr20,46839257,46841180	0.938	0.412	0.937	0.480
chr20,41685185,41685600	0.500	0.938	0.667	1.000
chr20,60511523,60511688	NA	0.989	NA	0.583
chr20,47718768,47719547	0.975	0.958	0.580	0.960
chr20,42120114,42121041	0.619	0.077	0.889	1.000
chr20,32663684,32664600	1.000	1.000	0.887	1.000
chr20,6546306,6548848	0.895	0.742	0.739	0.100
chr20,53791652,53792098	NA	0.882	0.875	0.478
chr20,57875378,57875911	0.000	0.000	0.000	0.194
chr20,892255,893426	0.933	0.733	1.000	0.558
chr20,11324826,11326597	1.000	0.844	1.000	NA
chr20,61758842,61759101	NA	0.684	NA	0.273
chr20,24754009,24755440	0.471	0.829	0.860	0.553
chr20,60604204,60604483	1.000	NA	0.846	0.500
chr20,37671372,37672162	0.854	1.000	0.958	1.000
chr20,8960897,8961022	NA	NA	1.000	0.350
chr20,40918496,40919192	0.367	NA	0.708	NA
chr20,24896104,24896555	0.936	0.222	0.957	0.889
chr20,31526066,31527190	0.679	0.301	0.366	0.780
chr20,21482188,21483532	0.923	0.940	0.667	0.806
chr20,25383486,25383760	1.000	1.000	0.800	0.595
chr20,38127217,38128758	0.947	0.857	1.000	0.590
chr20,49153726,49154729	0.827	0.870	0.771	0.538
chr20,54212784,54213688	0.959	0.731	0.737	0.588
chr20,36971924,36971931	NA	0.500	1.000	NA
chr20,31144834,31146526	0.755	0.521	0.842	0.846
chr20,58038241,58041460	0.841	0.836	0.948	0.816
chr20,6244875,6247312	0.378	0.723	0.698	0.382
chr20,3963875,3965339	0.800	0.830	0.970	0.980
chr20,31462772,31463682	NA	0.778	0.635	0.980
chr20,61492615,61493549	NA	0.000	0.073	0.000
chr20,61974292,61974478	NA	0.731	1.000	NA
chr20,22495504,22496935	0.923	0.846	0.545	1.000
chr20,45841720,45841894	NA	0.714	NA	1.000
chr20,49727257,49728033	0.687	0.881	0.870	NA
chr20,37994856,37995841	0.812	0.983	0.897	0.758
chr20,8032691,8033070	0.667	0.643	0.837	0.143
chr20,249075,249633	1.000	1.000	1.000	0.846
chr20,54042753,54043639	0.333	0.926	NA	NA
chr20,46084995,46085990	1.000	1.000	0.846	0.963
chr20,53981490,53982338	NA	0.696	0.946	NA
chr20,23102176,23102453	0.500	0.929	0.500	0.294
chr20,58159524,58160187	0.792	0.676	0.989	0.961
chr20,59581071,59581754	0.903	0.714	0.905	1.000
chr20,44345388,44346447	NA	1.000	0.152	1.000
chr20,243941,244226	NA	NA	0.824	0.996
chr20,45183101,45183679	0.643	1.000	0.958	NA
chr20,48771355,48771565	1.000	0.417	1.000	0.997
chr20,33776476,33778092	0.971	0.929	0.778	0.634
chr20,4769854,4770336	0.760	0.952	0.958	1.000
chr20,53978767,53980632	0.240	0.732	0.697	0.719
chr20,11761041,11764458	0.931	0.851	0.742	0.838
chr20,20549799,20551601	0.727	0.938	0.988	NA
chr20,13400732,13401678	1.000	0.600	0.538	NA
chr20,48854382,48854508	1.000	0.929	0.900	0.696
chr20,14805755,14806537	0.889	0.750	0.711	0.458
chr20,22584265,22585425	0.438	0.910	0.854	NA
chr20,25020423,25020660	0.769	0.400	0.833	0.211
chr20,30162381,30162444	NA	NA	1.000	0.333
chr20,4655787,4656013	1.000	NA	0.667	NA
chr20,36455256,36455955	1.000	0.750	0.583	1.000
chr20,3883917,3884181	NA	0.500	0.918	NA
chr20,8325164,8325708	0.708	1.000	0.950	1.000
chr20,40379005,40379020	1.000	NA	NA	0.533
chr20,16298187,16298405	1.000	0.765	1.000	NA
chr20,20298298,20298426	0.818	NA	0.857	0.333
chr20,37658650,37659413	0.950	0.942	0.943	0.571
chr20,49885493,49886808	0.583	0.828	0.898	0.667
chr20,24395665,24396605	0.520	0.931	0.947	0.235
chr20,3531389,3533442	NA	0.895	0.114	NA
chr20,48708912,48709060	0.308	NA	0.946	1.000
chr20,60618613,60619422	0.789	0.795	0.925	0.300
chr20,35169223,35169608	NA	0.136	0.333	0.429
chr20,44598263,44600181	0.543	0.306	0.120	0.188
chr20,45834918,45835820	0.587	0.977	0.831	0.789
chr20,3268831,3270321	0.960	0.957	0.850	0.550
chr20,36590622,36591691	0.700	0.667	0.957	1.000
chr20,62176608,62177097	0.946	0.781	0.674	0.526
chr20,61808000,61808322	0.000	0.263	0.000	0.333
chr20,50044896,50045071	NA	0.800	0.995	0.921
chr20,61549899,61551660	0.431	0.652	0.210	0.184
chr20,41088090,41089961	0.797	0.776	0.744	0.333
chr20,17718805,17720773	0.735	0.500	0.742	0.436
chr20,30423807,30427410	0.485	0.407	0.455	0.152
chr20,50253902,50254076	1.000	0.882	0.256	1.000
chr20,17343343,17344346	NA	0.846	0.905	0.400
chr20,37502244,37504998	0.233	0.351	0.492	0.544
chr20,5106825,5108109	0.086	0.000	0.113	0.088
chr20,40984396,40984752	1.000	0.679	0.762	1.000
chr20,35887038,35888339	0.765	0.915	0.900	1.000
chr20,59233761,59233986	1.000	0.200	NA	NA
chr20,6653149,6654728	0.250	0.812	0.826	0.618
chr20,3087510,3087718	0.000	0.200	0.000	0.500
chr20,60425789,60426093	NA	0.917	0.881	0.143
chr20,46315618,46317558	0.967	0.929	0.804	0.396
chr20,2206634,2207571	0.526	0.981	1.000	0.533
chr20,1098650,1098786	0.708	0.462	0.182	0.714
chr20,60703318,60704270	NA	0.788	1.000	0.775
chr20,34132043,34132404	0.833	0.925	0.932	0.526
chr20,38661385,38662812	1.000	0.919	0.911	0.286
chr20,3601110,3602895	0.898	0.860	0.921	0.691
chr20,49817829,49817841	NA	0.700	NA	1.000
chr20,46849141,46849861	0.722	0.217	0.898	0.812
chr20,30460653,30460880	NA	NA	1.000	0.625
chr20,33564768,33565753	0.731	0.437	0.771	0.273
chr20,34760606,34761374	0.943	0.991	0.927	0.682
chr20,37552088,37552534	1.000	0.974	0.845	1.000
chr20,34971819,34972782	1.000	0.842	0.816	0.227
chr20,42846052,42846385	0.857	0.154	0.214	NA
chr20,35362402,35365027	0.938	0.881	0.809	1.000
chr20,2087760,2088632	0.915	0.765	0.567	NA
chr20,59960166,59960497	NA	0.769	0.400	1.000
chr20,42788787,42789270	0.069	0.630	0.709	0.134
chr20,51228472,51231799	0.591	0.763	0.843	0.547
chr20,61936861,61937912	0.400	0.651	0.444	0.872
chr20,56271275,56271666	0.720	0.938	0.955	0.071
chr20,44490992,44491070	1.000	0.462	NA	0.900
chr20,16106788,16108187	1.000	0.680	0.885	1.000
chr20,21255464,21256226	1.000	1.000	0.852	0.769
chr20,33463262,33464053	0.268	0.027	0.058	0.468
chr20,57435144,57436005	0.933	0.885	0.298	0.433
chr20,8452516,8454254	0.710	0.936	0.792	0.491
chr20,187054,187383	NA	0.227	1.000	1.000
chr20,57111011,57112767	0.974	0.921	0.786	1.000
chr20,16014915,16019414	0.727	0.962	0.700	0.949
chr20,4236029,4237019	0.750	0.769	0.067	NA
chr20,15386234,15387793	0.803	0.885	0.850	0.542
chr20,44539124,44539370	0.250	0.471	0.811	0.316
chr20,19532964,19535972	0.567	0.474	0.430	0.826
chr20,941214,941452	NA	NA	0.455	1.000
chr20,5824079,5824643	0.967	0.844	1.000	0.759
chr20,23292516,23293085	NA	0.787	0.222	0.591
chr20,61687021,61687915	0.214	0.605	0.167	0.500
chr20,45439299,45439740	0.767	0.843	0.472	0.940
chr20,47664268,47665698	0.986	0.962	0.979	0.719
chr20,1986655,1987209	0.035	0.787	0.226	0.000
chr20,56734925,56735544	0.510	0.978	0.983	0.946
chr20,44670084,44672693	0.810	0.659	0.747	0.415
chr20,53527337,53528075	1.000	NA	0.568	NA
chr20,56597172,56598364	0.771	0.973	0.900	0.829
chr20,24548729,24551884	0.698	0.799	0.890	0.928
chr20,62821538,62822896	1.000	1.000	0.854	0.738
chr20,61615060,61615389	0.741	0.941	0.929	0.600
chr20,48103624,48105679	0.645	0.333	0.244	0.500
chr20,40786439,40788319	0.318	0.316	0.500	0.923
chr20,49985984,49986479	1.000	0.889	0.913	0.500
chr20,55988865,55989078	1.000	1.000	0.810	1.000
chr20,33007012,33008593	0.780	0.985	0.845	0.982
chr20,53692957,53695973	0.606	0.643	0.698	0.241
chr20,61439702,61440593	0.692	0.435	0.657	0.211
chr20,25349528,25350124	0.636	0.900	0.116	1.000
chr20,16751723,16753166	0.880	0.968	0.886	0.586
chr20,2124561,2125468	0.819	0.957	0.967	1.000
chr20,44959108,44959632	1.000	NA	0.581	NA
chr20,46298820,46299275	0.905	0.818	0.966	0.417
chr20,40076395,40076599	1.000	0.714	1.000	0.333
chr20,17322121,17322229	NA	NA	0.818	0.000
chr20,45274774,45276224	0.593	0.873	0.800	0.660
chr20,56160977,56161072	0.900	0.375	0.923	NA
chr20,32338184,32339127	0.953	0.644	0.838	0.684
chr20,35040325,35041250	0.357	0.957	0.692	0.933
chr20,59802873,59803309	NA	0.857	0.613	1.000
chr20,17709597,17709768	1.000	0.600	NA	NA
chr20,59671091,59673870	0.593	0.906	0.923	0.553
chr20,5874508,5875785	0.967	0.765	0.833	0.972
chr20,21836972,21838280	NA	0.821	1.000	1.000
chr20,48791960,48793023	0.654	0.975	0.831	0.733
chr20,44838446,44839362	0.528	0.855	0.481	0.379
chr20,37041226,37043387	0.988	0.968	0.929	0.776
chr20,16776962,16779177	0.724	0.757	0.933	0.569
chr20,52197112,52198163	0.778	0.877	0.953	0.078
chr20,53723547,53725660	0.809	0.967	0.987	0.565
chr20,19241234,19242271	0.706	0.568	0.277	0.915
chr20,62507896,62508190	0.700	0.980	0.619	0.787
chr20,19814437,19815551	1.000	1.000	0.897	1.000
chr20,46295633,46296225	0.909	0.870	0.423	0.143
chr20,44604115,44604436	1.000	0.933	1.000	0.758
chr20,15234704,15235070	0.921	0.625	NA	0.867
chr20,29824458,29824894	0.583	0.781	0.603	0.542
chr20,15394503,15396337	0.839	0.495	0.805	0.889
chr20,59289263,59290365	0.646	1.000	0.920	0.400
chr20,42643341,42644146	0.726	0.358	0.765	1.000
chr20,56258312,56259254	0.830	0.949	0.830	0.611
chr20,13891911,13892746	1.000	0.923	0.500	0.611
chr20,17492132,17492315	NA	0.500	NA	0.000
chr20,43505962,43506395	0.800	0.760	0.583	0.963
chr20,57148156,57149458	0.882	0.800	0.730	0.544
chr20,61623933,61624196	0.867	0.955	0.692	1.000
chr20,53639520,53639797	0.400	1.000	NA	NA
chr20,60490277,60490474	0.571	NA	0.143	NA
chr20,32802537,32802788	0.556	0.393	0.818	0.917
chr20,5169236,5169849	1.000	0.953	0.861	1.000
chr20,32072179,32072702	NA	1.000	0.636	1.000
chr20,53425237,53426959	0.928	0.750	0.848	0.529
chr20,62419302,62419576	1.000	0.857	1.000	0.727
chr20,50676384,50678258	0.787	0.561	0.843	0.323
chr20,42098884,42099094	1.000	1.000	0.731	1.000
chr20,54829210,54830854	0.676	0.667	0.863	0.547
chr20,39463647,39464981	0.611	0.667	0.575	0.159
chr20,31266709,31267475	0.818	0.421	0.273	NA
chr20,14943224,14943680	0.949	0.760	0.700	0.522
chr20,58070523,58073556	0.865	0.673	0.653	0.378
chr20,14749188,14751941	0.680	0.973	0.870	0.654
chr20,9242961,9244167	0.739	0.679	0.706	0.206
chr20,53667550,53667741	NA	0.815	1.000	1.000
chr20,7732412,7733883	0.889	0.619	0.667	0.100
chr20,53886395,53886936	1.000	0.471	0.964	NA
chr20,49909955,49910668	NA	0.192	1.000	0.870
chr20,59686826,59687815	0.769	0.688	0.857	0.273
chr20,55277972,55278836	0.617	0.397	0.694	0.000
chr20,30088315,30090713	0.750	0.904	0.914	0.249
chr20,17234159,17236054	0.333	0.886	0.571	0.614
chr20,62514178,62515669	1.000	0.722	0.442	0.534
chr20,19307983,19308968	0.988	0.886	0.736	0.714
chr20,42137320,42138647	0.696	0.898	0.653	0.886
chr20,24330525,24331610	0.529	0.778	0.769	0.935
chr20,8917972,8919971	0.973	1.000	0.966	0.719
chr20,52479670,52480455	0.320	0.545	0.765	0.935
chr20,8310506,8312694	0.688	0.527	0.742	0.969
chr20,48156762,48157108	NA	0.684	1.000	1.000
chr20,37537123,37537610	1.000	1.000	0.789	1.000
chr20,48625663,48627415	0.872	0.562	0.481	0.357
chr20,3758004,3758985	0.120	0.040	0.329	0.188
chr20,51610386,51610782	NA	0.455	0.769	1.000
chr20,51949855,51950359	NA	0.312	0.688	0.907
chr20,32383704,32384763	0.976	0.632	0.861	0.233
chr20,35514908,35516243	0.412	0.504	0.385	0.107
chr20,33578339,33578611	NA	0.882	0.514	0.800
chr20,48862940,48863621	0.833	NA	0.897	0.356
chr20,55489881,55490449	NA	0.333	0.350	1.000
chr20,10379913,10380169	0.867	0.623	0.917	NA
chr20,3058712,3059729	0.615	0.636	0.862	0.333
chr20,12066549,12068119	0.973	0.893	0.912	0.633
chr20,48393963,48394252	0.833	0.588	0.952	1.000
chr20,32038842,32039444	1.000	1.000	0.895	0.500
chr20,16424617,16425685	0.396	0.667	0.800	0.576
chr20,26062621,26064320	0.697	0.523	0.682	0.587
chr20,4049779,4051166	0.545	0.593	0.906	0.889
chr20,57655890,57656551	1.000	0.978	0.690	0.825
chr20,12071778,12073824	0.544	0.422	0.871	0.929
chr20,21083648,21084182	0.000	0.097	0.008	0.000
chr20,1149050,1151036	0.951	0.986	0.942	0.815
chr20,51118410,51119105	0.932	0.922	0.378	0.914
chr20,39961565,39963019	0.969	1.000	0.920	0.630
chr20,49755113,49755535	NA	0.909	0.321	NA
chr20,20680667,20681764	0.925	0.947	0.968	0.400
chr20,62041392,62041642	NA	0.467	0.923	1.000
chr20,38890673,38891275	NA	0.824	0.000	NA
chr20,13315032,13317965	0.818	0.847	0.901	0.176
chr20,42244257,42245584	0.958	0.797	0.923	0.984
chr20,40730298,40730914	0.571	0.885	0.906	0.667
chr20,39724765,39726947	0.753	0.975	0.985	0.887
chr20,1221954,1226401	0.909	0.732	0.223	0.792
chr20,21028194,21028751	0.741	0.986	0.870	0.929
chr20,44786438,44789453	0.825	0.607	0.527	0.356
chr20,45679446,45680668	0.667	0.881	0.744	0.738
chr20,51520795,51522757	0.787	0.755	0.714	0.261
chr20,2981660,2981905	0.917	0.250	0.621	0.120
chr20,35433597,35435609	0.974	0.897	0.856	1.000
chr20,52224713,52224853	1.000	0.700	NA	1.000
chr20,42642741,42643323	NA	1.000	0.615	NA
chr20,4100872,4101439	0.609	1.000	0.917	0.741
chr20,6319880,6327035	0.814	0.695	0.874	0.585
chr20,11952022,11952921	0.789	0.871	0.983	0.556
chr20,29522022,29522719	NA	0.857	0.968	0.667
chr20,34094547,34095605	0.517	0.786	0.914	0.684
chr20,6896988,6898169	0.962	0.976	0.833	0.781
chr20,16392269,16393616	0.967	0.950	0.667	1.000
chr20,58927172,58927964	1.000	0.864	0.564	1.000
chr20,24793856,24793994	0.894	0.885	0.100	NA
chr20,62493443,62493477	NA	0.677	NA	1.000
chr20,52866999,52868495	0.804	0.895	1.000	0.792
chr20,38539260,38540706	0.864	0.755	0.421	NA
chr20,49114771,49116451	0.214	0.692	0.783	0.714
chr20,44533676,44533834	NA	NA	0.041	0.647
chr20,39784831,39785742	0.680	0.938	0.839	0.500
chr20,35558694,35561695	0.758	0.520	0.607	0.240
chr20,61534481,61534838	1.000	0.789	1.000	0.632
chr20,37550897,37551972	NA	0.941	0.909	0.562
chr20,61202674,61204582	0.359	0.226	0.322	0.009
chr20,61265398,61266006	0.917	0.775	0.878	0.250
chr20,21660339,21661688	0.750	1.000	0.989	0.821
chr20,11782637,11783196	0.562	0.833	0.400	1.000
chr20,41877513,41879042	0.897	0.667	0.379	1.000
chr20,13131229,13133909	0.939	0.556	0.869	0.803
chr20,33442825,33444761	0.952	NA	0.950	0.625
chr20,9318239,9319600	0.321	0.773	0.870	1.000
chr20,47514921,47515107	1.000	NA	NA	0.577
chr20,18336406,18336948	NA	1.000	0.018	1.000
chr20,61886919,61887779	0.704	0.510	0.906	0.511
chr20,3711855,3712876	0.960	0.625	0.810	0.860
chr20,49823247,49824418	1.000	1.000	0.714	0.500
chr20,60966132,60966226	0.500	0.900	NA	NA
chr20,59699386,59699961	0.545	0.737	1.000	0.938
chr20,31162307,31162990	0.000	0.360	0.151	0.137
chr20,22353812,22354413	0.941	0.595	0.867	1.000
chr20,59824221,59824914	0.478	0.306	0.783	0.160
chr20,54581547,54583358	0.842	0.667	0.619	0.415
chr20,8111932,8112444	0.375	0.682	0.111	0.133
chr20,59735086,59735354	1.000	0.700	0.387	NA
chr20,36300101,36300410	1.000	0.913	0.759	1.000
chr20,34742580,34742984	NA	0.235	0.000	0.000
chr20,1760761,1762486	0.909	0.903	0.774	0.983
chr20,15993779,15995023	1.000	0.900	0.739	0.967
chr20,44709613,44710770	0.676	0.941	0.739	0.364
chr20,61470722,61470971	0.474	1.000	0.824	NA
chr20,61189322,61189973	NA	0.632	0.684	0.238
chr20,13803069,13806966	0.754	0.887	0.918	0.766
chr20,45305653,45306111	1.000	1.000	0.848	NA
chr20,21827021,21829346	0.540	0.925	0.965	0.958
chr20,43019448,43020286	0.889	0.560	0.667	0.189
chr20,12164193,12168008	0.770	0.843	0.812	0.954
chr20,44632664,44635844	0.349	0.679	0.264	0.155
chr20,33286558,33287957	0.150	0.974	0.678	0.958
chr20,51615481,51616593	0.826	1.000	0.861	0.655
chr20,16194623,16195273	0.833	0.706	0.867	0.481
chr20,44506129,44507213	0.962	1.000	0.924	0.825
chr20,35635007,35635607	1.000	0.978	0.808	0.649
chr20,26138938,26138997	0.122	0.558	0.071	0.000
chr20,4021560,4024107	0.714	0.611	0.611	0.175
chr20,23752099,23752724	0.462	0.938	NA	1.000
chr20,19306970,19307305	1.000	0.500	NA	NA
chr20,36547582,36547987	0.833	0.929	NA	0.526
chr20,51826525,51826741	NA	0.250	0.947	0.933
chr20,48347633,48348418	0.200	0.875	0.864	1.000
chr20,32527813,32529338	1.000	0.909	0.871	0.750
chr20,763020,763426	1.000	1.000	0.774	NA
chr20,61622008,61622518	1.000	0.208	0.914	1.000
chr20,43692855,43694027	NA	0.750	0.455	0.920
chr20,46671938,46673814	0.930	0.918	0.842	0.436
chr20,49202485,49202576	NA	NA	0.909	0.000
chr20,52085575,52087659	0.917	0.793	0.905	0.519
chr20,48860112,48861175	0.982	0.947	0.969	0.775
chr20,41851655,41853761	0.879	0.815	0.727	0.596
chr20,47276037,47276204	0.333	1.000	NA	NA
chr20,46093407,46093775	NA	0.968	0.680	0.385
chr20,3404950,3405398	0.667	0.958	0.971	0.500
chr20,9471268,9472493	0.543	0.917	0.961	0.698
chr20,61005217,61006176	0.931	0.841	0.750	0.167
chr20,57428630,57430183	0.294	0.308	0.577	0.933
chr20,59518329,59522563	0.794	0.888	0.881	0.642
chr20,57788284,57788464	NA	1.000	0.789	1.000
chr20,53188758,53190099	0.947	0.922	0.978	0.429
chr20,43687016,43687507	NA	0.957	0.917	0.529
chr20,10394702,10395207	1.000	0.357	0.700	1.000
chr20,48605211,48605722	0.667	0.656	0.800	0.118
chr20,12339303,12347846	0.811	0.866	0.843	0.541
chr20,17621846,17621937	NA	NA	1.000	0.750
chr20,382409,384503	0.585	0.950	0.889	0.864
chr20,58694632,58695404	0.774	0.950	0.902	0.535
chr20,43585889,43587074	1.000	0.958	0.844	1.000
chr20,11647089,11648078	0.887	0.694	0.690	0.962
chr20,9890341,9890741	1.000	0.840	0.700	0.333
chr20,21585270,21586934	0.487	0.900	0.963	1.000
chr20,45723397,45725108	0.735	0.711	0.706	1.000
chr20,35865480,35866316	0.794	0.816	0.767	0.463
chr20,24513820,24514299	1.000	0.875	0.781	0.997
chr20,42688523,42690049	1.000	0.929	0.935	0.574
chr20,30997454,30998788	1.000	1.000	0.867	1.000
chr20,38236506,38236828	NA	1.000	0.533	NA
chr20,20287343,20287617	NA	0.986	0.636	NA
chr20,54540539,54541547	0.621	0.667	NA	1.000
chr20,61074837,61075361	0.782	0.576	0.731	0.118
chr20,6529120,6530341	0.294	0.467	0.837	0.769
chr20,37115615,37118559	0.970	1.000	0.907	1.000
chr20,14588171,14589996	0.859	0.974	0.953	0.787
chr20,43807615,43809158	0.286	0.611	0.692	1.000
chr20,32935378,32936172	NA	0.750	0.420	NA
chr20,53583622,53583882	0.833	0.200	NA	1.000
chr20,61041142,61041539	NA	0.991	0.954	0.541
chr20,44116817,44117015	0.733	0.968	1.000	NA
chr20,1118635,1121695	0.868	0.946	0.994	0.890
chr20,56266263,56267332	0.270	0.500	0.686	0.610
chr20,20098328,20099052	1.000	0.959	NA	0.476
chr20,25839290,25840083	0.727	0.735	0.558	0.532
chr20,44315939,44317954	0.600	0.900	0.297	1.000
chr20,59826205,59826522	NA	0.078	0.720	0.143
chr20,46857887,46858431	1.000	0.919	0.812	0.676
chr20,822729,823181	0.070	0.000	0.165	0.000
chr20,1165009,1165758	0.352	0.499	0.358	0.238
chr20,3902510,3903052	0.963	0.969	0.651	NA
chr20,48153465,48153911	0.897	1.000	0.706	0.667
chr20,39877259,39877387	0.300	NA	0.636	0.923
chr20,2509926,2511332	0.773	0.953	0.839	0.731
chr20,44659452,44660425	0.172	0.118	0.312	0.036
chr20,15388615,15388690	NA	NA	0.800	0.231
chr20,36949878,36950636	NA	0.200	0.000	0.000
chr20,61083270,61083867	0.938	0.944	0.800	0.513
chr20,34576629,34577680	0.429	0.667	0.950	1.000
chr20,36795122,36796042	1.000	0.667	0.908	0.788
chr20,46099106,46099384	NA	1.000	0.846	0.500
chr20,16495394,16496813	0.981	0.812	0.917	NA
chr20,32476252,32476587	1.000	1.000	0.944	0.462
chr20,40327545,40327939	NA	0.355	NA	1.000
chr20,9969141,9970210	0.471	0.786	0.800	0.944
chr20,478388,479611	0.773	0.992	0.929	0.922
chr20,1902112,1902266	NA	0.117	0.625	0.846
chr20,59634659,59635104	NA	1.000	0.658	NA
chr20,60070678,60071574	0.720	0.953	0.920	1.000
chr20,2398876,2399996	0.682	0.851	0.634	0.952
chr20,55763253,55763382	NA	1.000	1.000	0.548
chr20,59016534,59018462	0.649	0.822	0.977	1.000
chr20,29829170,29829806	0.642	0.672	0.147	0.608
chr20,49055205,49055584	0.917	0.812	0.900	0.200
chr20,37217405,37217455	NA	0.467	0.727	0.955
chr20,37467986,37468903	0.957	0.945	0.889	0.721
chr20,44602589,44603359	0.808	0.981	0.946	0.647
chr20,47970325,47971934	0.845	0.883	0.935	0.794
chr20,1862898,1863821	0.630	0.844	0.300	0.810
chr20,30847841,30848233	0.914	1.000	0.837	1.000
chr20,29825056,29825912	0.402	0.437	0.389	0.434
chr20,51590726,51591024	0.312	0.917	0.786	0.591
chr20,58760903,58762104	1.000	0.831	0.717	0.778
chr20,31508732,31510864	1.000	0.848	0.507	1.000
chr20,12286064,12286975	0.383	0.379	0.883	0.818
chr20,22466656,22467399	0.943	0.800	0.919	0.673
chr20,39985588,39987117	0.905	1.000	0.824	0.957
chr20,40579025,40579622	NA	0.871	0.889	0.481
chr20,46595035,46596871	0.923	0.567	0.880	0.500
chr20,61462164,61462351	0.455	1.000	0.462	NA
chr20,19752239,19753284	0.674	0.820	0.927	0.682
chr20,24844993,24847902	0.917	0.964	0.872	0.450
chr20,20055216,20055622	0.583	1.000	1.000	NA
chr20,1250249,1250386	1.000	NA	0.957	0.600
chr20,50002780,50003628	0.810	0.984	0.865	1.000
chr20,55432407,55433186	1.000	0.739	0.556	0.300
chr20,16838713,16839514	0.909	0.946	0.806	0.538
chr20,10034377,10034487	0.600	NA	0.778	0.986
chr20,24776109,24777010	0.061	0.731	0.424	0.316
chr20,45974150,45975179	0.720	0.851	0.880	0.522
