1chr_position	sample4	sample3	sample1	sample2
chr19,3604311,3604720	0.808	0.500	0.739	1.000
chr19,51700789,51701516	0.970	0.250	0.980	0.893
chr19,38638605,38639390	1.000	0.947	0.972	0.643
chr19,17422333,17423053	0.786	0.909	0.963	1.000
chr19,54597027,54597261	0.667	0.875	0.933	0.200
chr19,23512712,23516162	0.917	0.783	0.854	1.000
chr19,17466792,17467335	0.902	0.936	0.783	0.720
chr19,51316513,51317549	0.941	0.875	0.898	0.608
chr19,11802009,11802988	0.958	0.978	0.769	0.896
chr19,51107254,51107468	0.562	1.000	0.792	0.951
chr19,18165836,18167355	0.742	1.000	0.882	0.270
chr19,34113365,34113638	0.286	0.024	0.050	0.000
chr19,55440607,55440804	1.000	NA	1.000	0.500
chr19,34505396,34506103	0.943	0.778	0.722	0.772
chr19,47610179,47611313	0.277	0.048	0.355	0.000
chr19,36326475,36327845	0.635	0.727	0.457	0.770
chr19,6216693,6216819	0.222	0.842	1.000	NA
chr19,51217940,51218424	0.667	0.867	0.636	0.188
chr19,48717040,48717481	0.900	0.450	1.000	1.000
chr19,30784987,30786588	0.737	0.974	0.656	0.311
chr19,36664654,36665575	0.855	NA	0.930	0.591
chr19,46304877,46305396	0.300	NA	NA	1.000
chr19,23017933,23019069	0.763	0.812	0.942	0.364
chr19,49337838,49339604	0.000	0.026	0.316	0.000
chr19,22837621,22837868	0.923	0.405	NA	0.917
chr19,17035581,17039071	0.880	0.970	0.815	0.949
chr19,8623829,8624052	1.000	NA	0.545	NA
chr19,48793880,48795164	0.046	0.446	0.107	0.241
chr19,48836666,48837868	0.021	0.190	0.141	0.000
chr19,1605627,1605756	0.000	NA	0.000	0.607
chr19,33122110,33122996	0.925	0.600	0.979	0.857
chr19,38024415,38025469	0.647	0.571	0.955	0.735
chr19,11344185,11344714	0.792	0.923	0.741	0.400
chr19,17712435,17713585	0.426	0.375	0.562	0.206
chr19,34296356,34297698	0.415	0.971	0.580	0.086
chr19,49004472,49004718	0.345	0.200	0.471	0.000
chr19,3828481,3828753	0.655	NA	0.800	0.244
chr19,41914279,41915235	0.697	0.476	0.471	1.000
chr19,56519927,56520959	0.702	0.476	0.865	0.960
chr19,44962726,44963272	0.723	0.882	0.794	0.977
chr19,6440143,6441148	NA	0.952	0.571	NA
chr19,48736918,48737641	0.867	0.645	0.989	0.929
chr19,9419434,9419891	0.818	0.053	NA	NA
chr19,35495712,35496795	0.923	0.800	0.986	0.545
chr19,55427413,55427810	1.000	1.000	0.900	NA
chr19,54488686,54488823	0.895	NA	0.959	0.755
chr19,13498014,13500774	0.944	0.875	0.770	0.691
chr19,14016601,14016811	0.375	0.592	0.385	0.130
chr19,36968461,36968628	0.500	NA	1.000	NA
chr19,3449616,3450296	0.600	NA	0.926	NA
chr19,49392025,49393193	0.969	0.914	0.922	0.732
chr19,13538846,13539573	0.824	0.771	0.704	0.351
chr19,14002471,14002682	0.750	NA	1.000	1.000
chr19,4506487,4507320	0.651	0.660	0.953	0.932
chr19,41501722,41502319	0.857	0.882	1.000	0.333
chr19,4142058,4143125	0.879	1.000	0.786	0.467
chr19,56732312,56733113	0.647	0.800	0.976	0.382
chr19,58881521,58882027	0.941	NA	0.086	0.625
chr19,48890797,48892802	0.863	0.800	0.967	0.836
chr19,13648943,13650007	0.442	0.643	0.852	0.419
chr19,4870466,4872256	0.761	0.802	0.768	0.364
chr19,49209096,49210381	0.972	0.982	0.933	0.714
chr19,47557498,47557905	NA	0.789	0.706	0.429
chr19,16648526,16649996	0.885	0.941	1.000	0.853
chr19,3737122,3738228	0.853	0.949	0.979	0.847
chr19,18508618,18509357	0.148	NA	0.895	0.594
chr19,56404879,56405302	0.500	0.923	0.500	1.000
chr19,18015543,18016467	1.000	0.302	0.875	0.581
chr19,34769992,34771498	0.881	0.978	0.814	0.875
chr19,16347514,16348492	0.417	0.787	0.770	0.463
chr19,51928794,51931594	0.892	0.633	0.661	0.762
chr19,48215778,48216126	0.722	0.585	0.875	1.000
chr19,2499948,2500322	0.825	0.857	0.596	NA
chr19,37735958,37736669	1.000	1.000	1.000	0.529
chr19,40063536,40067701	0.632	0.608	0.838	0.619
chr19,18230656,18231825	0.647	0.925	0.659	0.741
chr19,57001416,57002828	0.455	0.944	0.871	0.731
chr19,55032803,55034394	0.480	0.736	0.721	0.231
chr19,53754590,53756933	0.776	0.918	0.824	0.955
chr19,8797558,8797967	0.800	NA	1.000	0.636
chr19,46894099,46894206	0.857	0.763	0.933	0.333
chr19,53238335,53238778	0.116	0.012	0.219	0.000
chr19,3406701,3407060	0.269	0.089	0.143	0.500
chr19,5373923,5374658	0.650	0.947	0.760	0.286
chr19,46045830,46046734	0.727	0.762	0.593	0.922
chr19,5841597,5841875	0.500	NA	1.000	0.267
chr19,59031560,59032214	0.368	0.077	0.491	0.304
chr19,715702,716788	0.884	0.750	0.957	0.000
chr19,41707684,41708111	0.987	0.750	0.941	NA
chr19,55600139,55600709	0.769	0.771	0.484	0.222
chr19,51107508,51107948	0.228	0.824	0.500	0.727
chr19,18534033,18534300	1.000	0.694	NA	0.762
chr19,10969688,10970936	0.781	0.875	0.989	NA
chr19,51130522,51131745	0.929	1.000	0.697	0.632
chr19,8601764,8602377	1.000	NA	0.733	1.000
chr19,574948,575647	0.462	NA	0.200	0.931
chr19,38876323,38877359	0.232	0.255	0.344	0.557
chr19,36755366,36755404	1.000	NA	0.350	0.800
chr19,13372262,13374066	0.547	0.324	0.269	0.429
chr19,54619055,54619880	0.230	0.000	0.477	0.107
chr19,8564766,8565717	0.182	0.000	0.588	0.455
chr19,782400,783440	0.856	0.891	0.652	0.824
chr19,23653445,23654570	0.144	0.279	0.182	0.506
chr19,36596787,36597039	NA	NA	0.850	0.500
chr19,31220335,31220712	0.034	0.458	NA	0.571
chr19,12183457,12184265	0.972	1.000	1.000	0.698
chr19,28389597,28395975	0.843	0.868	0.843	0.565
chr19,5580343,5580701	0.531	0.850	0.542	0.833
chr19,57898475,57898851	1.000	0.535	0.974	1.000
chr19,54738628,54739510	0.812	0.303	0.426	0.476
chr19,53145157,53146984	0.957	0.897	0.944	0.625
chr19,58851037,58852445	0.732	0.945	0.809	0.612
chr19,42799674,42800850	0.600	0.750	0.881	0.364
chr19,35983829,35984479	0.652	0.900	0.882	0.480
chr19,34810449,34812421	0.945	0.768	0.971	0.805
chr19,54348220,54348589	0.048	0.882	0.324	NA
chr19,8038391,8038704	1.000	0.302	0.962	1.000
chr19,5071144,5071591	0.491	NA	0.400	0.160
chr19,8219498,8220179	0.067	0.500	0.160	0.188
chr19,21309584,21310499	0.203	0.366	0.763	0.735
chr19,6660073,6660301	0.625	0.811	NA	0.468
chr19,35262967,35263250	0.696	1.000	0.722	1.000
chr19,54292761,54293492	0.714	0.952	0.675	0.839
chr19,22604922,22605167	0.197	0.000	0.061	0.125
chr19,21224557,21224847	1.000	0.550	NA	NA
chr19,4539489,4542507	0.377	0.148	0.363	0.281
chr19,9409485,9411050	1.000	0.928	1.000	1.000
chr19,21590957,21591430	0.970	NA	0.968	0.368
chr19,18413377,18413729	0.917	0.444	0.909	0.937
chr19,36319603,36320572	0.222	0.800	0.295	0.000
chr19,19122031,19122625	0.906	1.000	0.214	0.650
chr19,23340994,23341140	NA	0.455	0.920	0.625
chr19,34468041,34468445	0.792	0.438	0.286	0.846
chr19,1566491,1566718	0.833	NA	0.919	0.500
chr19,9162552,9162774	0.594	0.909	0.913	NA
chr19,35961115,35961831	0.829	1.000	0.857	0.988
chr19,21991359,21992107	0.938	1.000	0.233	NA
chr19,34464520,34465678	0.737	0.545	0.957	0.500
chr19,1214766,1214976	0.929	0.500	1.000	1.000
chr19,14731493,14731907	NA	NA	0.087	0.636
chr19,54848876,54849272	0.762	0.778	0.212	0.829
chr19,8657362,8658278	0.099	0.611	0.323	0.000
chr19,3607673,3609403	0.054	0.243	0.307	0.081
chr19,43932506,43933052	0.958	NA	1.000	0.529
chr19,1569574,1569990	0.462	0.273	0.857	0.312
chr19,50985956,50986328	0.852	0.483	0.971	1.000
chr19,7493844,7494036	0.894	0.171	0.789	1.000
chr19,29315872,29316470	0.647	0.786	0.190	NA
chr19,10513747,10514201	0.000	0.059	0.000	0.000
chr19,38745908,38746731	0.616	0.067	0.750	0.600
chr19,36746325,36746941	0.951	1.000	1.000	0.906
chr19,4176412,4176856	0.955	NA	1.000	0.000
chr19,35999595,36000036	0.462	NA	0.737	1.000
chr19,10691310,10691699	0.345	0.588	0.714	1.000
chr19,19478657,19479133	NA	0.962	NA	0.619
chr19,19695652,19698030	0.920	0.986	0.974	1.000
chr19,38567185,38569767	0.855	0.776	0.920	0.949
chr19,13089236,13089768	0.594	0.857	0.914	NA
chr19,50033042,50033673	0.903	0.606	0.930	NA
chr19,39442101,39443287	0.685	0.824	0.757	1.000
chr19,40682535,40684213	0.991	0.789	0.854	0.698
chr19,12735125,12736688	0.878	1.000	0.925	0.610
chr19,4348796,4349212	1.000	NA	1.000	0.520
chr19,58967107,58967787	0.941	0.333	0.940	NA
chr19,982446,982718	0.087	0.000	0.500	0.379
chr19,23032474,23033557	0.902	0.917	0.851	0.515
chr19,4922557,4922823	0.156	0.882	0.263	NA
chr19,34038927,34042530	0.927	0.879	0.841	0.805
chr19,8644606,8645569	0.783	0.571	0.500	0.996
chr19,9731253,9731672	0.139	0.565	0.028	0.000
chr19,31855792,31857077	0.725	0.818	0.247	0.667
chr19,45160375,45160983	0.346	0.149	0.607	0.411
chr19,53155132,53155643	0.960	1.000	0.842	0.500
chr19,29504469,29504659	0.865	NA	0.458	NA
chr19,41865343,41866268	0.583	0.529	0.081	0.722
chr19,18540328,18541319	0.093	0.179	0.167	0.493
chr19,54325525,54328213	0.333	0.230	0.508	0.177
chr19,46930131,46930797	0.129	0.000	0.159	0.351
chr19,22923145,22923881	0.696	0.615	0.158	0.650
chr19,50359293,50359455	NA	0.925	0.773	0.357
chr19,31475480,31477286	0.992	0.899	0.984	0.968
chr19,30076640,30080075	0.932	0.875	0.655	0.575
chr19,12673576,12674399	0.946	0.561	0.867	0.850
chr19,54784337,54785272	0.011	0.220	0.083	0.089
chr19,1468584,1468818	0.437	0.000	0.143	0.000
chr19,58380268,58380730	1.000	NA	0.941	0.520
chr19,46776893,46777319	0.867	1.000	0.328	1.000
chr19,6952988,6955225	0.756	0.837	0.595	0.553
chr19,16779858,16781029	0.818	0.991	0.393	0.815
chr19,57218101,57219875	0.640	0.617	0.833	0.545
chr19,8618986,8619003	0.846	0.455	NA	1.000
chr19,55647742,55648530	0.890	0.795	0.841	0.333
chr19,58604930,58605559	0.939	0.816	0.857	0.985
chr19,11583561,11584006	0.857	0.860	0.537	0.360
chr19,8095402,8096237	0.848	0.778	0.857	0.600
chr19,55865542,55865686	0.636	0.000	NA	0.000
chr19,22430428,22431251	0.909	1.000	0.867	0.684
chr19,44956904,44957682	0.489	1.000	0.724	0.360
chr19,19187225,19188516	0.307	0.615	0.659	0.667
chr19,12549494,12554377	0.208	0.455	0.240	0.153
chr19,56037617,56038405	0.283	0.900	0.421	0.098
chr19,15745147,15746024	0.769	0.714	0.500	1.000
chr19,41626826,41627912	0.167	1.000	0.333	0.412
chr19,35395281,35396217	0.210	0.023	0.275	0.407
chr19,55400389,55400939	0.606	0.750	0.457	NA
chr19,11270621,11271096	0.762	0.350	0.636	0.429
chr19,14094577,14096176	0.689	0.980	0.891	0.654
chr19,46043892,46044693	1.000	0.571	1.000	NA
chr19,49222234,49222966	0.682	1.000	0.786	NA
chr19,15121791,15122401	0.038	0.304	0.140	0.062
chr19,10016616,10017434	0.724	0.923	0.759	0.333
chr19,35509338,35510576	0.945	0.971	0.903	0.462
chr19,10644246,10644930	0.159	0.900	0.889	0.415
chr19,39067546,39067894	0.926	NA	0.938	0.367
chr19,32058223,32058857	0.857	NA	0.966	0.333
chr19,14857954,14858881	0.938	NA	0.700	0.600
chr19,58277573,58277752	0.333	NA	0.920	1.000
chr19,42741753,42742520	0.875	0.970	1.000	0.483
chr19,19099257,19100922	0.921	0.808	0.881	0.588
chr19,17758054,17758363	0.897	0.926	0.949	0.804
chr19,8174627,8174938	0.500	0.955	0.000	NA
chr19,885096,885565	0.893	0.737	1.000	0.627
chr19,42502895,42503155	0.225	NA	0.000	NA
chr19,17623714,17624265	0.931	1.000	1.000	1.000
chr19,55129285,55130026	0.833	0.786	0.939	0.698
chr19,50296769,50297595	0.925	1.000	1.000	1.000
chr19,45037583,45039551	0.909	0.467	0.568	0.200
chr19,50341520,50341693	1.000	NA	0.238	1.000
chr19,11202698,11203660	0.594	0.804	0.215	0.526
chr19,45680055,45680777	0.791	0.933	0.707	1.000
chr19,1010862,1011216	0.542	NA	0.987	NA
chr19,42504575,42506061	0.977	0.906	0.724	0.786
chr19,322683,323012	1.000	1.000	0.857	1.000
chr19,2834039,2834574	0.976	0.800	1.000	0.697
chr19,46811855,46812610	0.991	0.964	0.811	0.280
chr19,8385394,8385576	0.037	0.333	0.056	0.667
chr19,43953130,43954525	1.000	0.500	0.942	0.837
chr19,31310840,31311200	0.962	NA	0.462	1.000
chr19,11515706,11516296	0.966	1.000	0.917	0.421
chr19,20013825,20013866	NA	NA	0.557	1.000
chr19,24139624,24139881	0.306	0.763	0.706	0.853
chr19,4740409,4741425	0.818	0.794	0.660	0.986
chr19,5037067,5037218	0.917	0.800	0.795	0.325
chr19,54464872,54465458	0.364	0.194	0.000	0.000
chr19,50670625,50671067	0.896	0.750	0.444	0.716
chr19,10035662,10036195	0.108	0.385	0.667	0.750
chr19,11820882,11820979	0.636	NA	1.000	0.881
chr19,18125238,18126217	0.553	0.742	0.880	0.875
chr19,5947714,5948511	0.667	NA	0.964	0.776
chr19,48226285,48226904	0.406	0.727	0.077	0.146
chr19,50592429,50592660	0.600	1.000	1.000	NA
chr19,33807552,33809436	0.898	0.767	0.752	0.984
chr19,29168821,29173826	0.718	0.976	0.833	0.486
chr19,57335119,57340214	0.724	0.822	0.885	0.714
chr19,23809269,23810036	0.808	0.833	0.762	0.444
chr19,39479718,39480049	0.324	NA	0.667	0.806
chr19,56594231,56595198	0.976	NA	0.722	NA
chr19,53904146,53905479	0.966	0.636	0.862	1.000
chr19,42063897,42064428	0.232	0.800	NA	0.600
chr19,1238841,1239117	0.500	NA	0.207	0.605
chr19,41426393,41426940	0.833	NA	NA	0.480
chr19,7997556,7997607	0.917	NA	0.995	0.571
chr19,1916150,1916581	0.871	NA	1.000	0.714
chr19,50356087,50356546	0.726	1.000	0.857	1.000
chr19,46031542,46032331	0.287	0.778	0.492	0.396
chr19,48525552,48526445	0.957	0.710	0.882	0.769
chr19,15444304,15444387	NA	NA	0.933	0.400
chr19,3340376,3340940	0.708	0.955	0.952	0.689
chr19,34168676,34169101	0.609	0.615	0.429	0.143
chr19,16574534,16575162	0.215	0.854	1.000	NA
chr19,35515273,35515571	1.000	NA	0.929	0.550
chr19,49651011,49651480	0.947	1.000	0.700	0.273
chr19,23758652,23759500	0.684	1.000	0.773	0.958
chr19,30046719,30051081	0.900	0.821	0.857	0.995
chr19,45462534,45464489	0.871	0.988	0.738	1.000
chr19,51378439,51378819	0.938	NA	0.484	NA
chr19,53798178,53798548	0.696	NA	0.909	1.000
chr19,1684031,1684583	0.879	0.548	0.793	0.720
chr19,24575589,24578702	0.743	0.569	0.812	0.619
chr19,664700,665609	0.156	0.174	0.355	0.426
chr19,51329139,51329815	0.182	0.783	0.983	1.000
chr19,14453695,14454190	0.981	0.923	0.917	0.333
chr19,4613312,4614725	0.923	1.000	0.764	0.982
chr19,11851186,11852223	0.985	0.692	0.875	0.625
chr19,29508708,29508987	0.636	NA	1.000	0.778
chr19,10651588,10652684	0.841	0.613	0.139	0.531
chr19,1505994,1506087	0.345	1.000	0.903	1.000
chr19,17317961,17318035	NA	1.000	0.909	0.000
chr19,11979024,11979252	0.909	NA	0.895	0.000
chr19,48938496,48939138	0.912	0.918	0.891	0.417
chr19,2108928,2109465	1.000	0.882	1.000	0.750
chr19,54660264,54660843	0.983	0.933	0.952	0.636
chr19,5391770,5392054	0.955	0.645	0.200	1.000
chr19,47711110,47712827	0.845	0.984	0.859	0.951
chr19,42056213,42056921	0.214	0.465	0.327	0.061
chr19,55795036,55795996	0.056	0.320	0.102	0.385
chr19,7575842,7577176	0.652	0.857	0.962	1.000
chr19,43437650,43441341	0.821	0.943	0.629	0.603
chr19,32761478,32763016	0.972	0.988	0.970	0.795
chr19,36359209,36359956	0.012	0.818	0.029	0.000
chr19,51013689,51014783	0.163	0.186	0.524	0.074
chr19,11163802,11165197	0.814	0.304	0.938	0.945
chr19,59001861,59002076	1.000	NA	0.781	1.000
chr19,18387790,18388468	0.857	0.692	0.568	0.846
chr19,14910826,14911566	0.895	0.797	0.967	0.964
chr19,34849771,34849863	0.500	NA	0.194	0.885
chr19,18776533,18776754	0.429	NA	0.941	NA
chr19,45901938,45902345	0.400	0.292	0.242	0.565
chr19,2231955,2232443	0.870	NA	0.810	0.375
chr19,36491856,36494642	0.919	0.883	0.487	0.647
chr19,1695828,1696637	0.944	1.000	0.419	0.556
chr19,8292470,8292768	0.929	0.071	NA	NA
chr19,17048491,17049686	0.984	1.000	0.841	0.933
chr19,11203843,11204312	0.500	0.595	0.269	0.846
chr19,50135810,50136664	0.950	0.929	0.711	NA
chr19,31733415,31739435	0.844	0.865	0.942	0.854
chr19,4655856,4656186	0.750	NA	0.358	NA
chr19,53103634,53105226	0.112	0.034	0.369	0.422
chr19,13993870,13994288	NA	0.632	0.724	0.993
chr19,5312648,5313173	0.961	0.895	0.668	1.000
chr19,4236715,4236951	0.765	NA	NA	0.300
chr19,34941495,34942301	1.000	0.676	1.000	NA
chr19,48206329,48207596	0.895	0.739	0.843	0.534
chr19,44655763,44662098	0.928	0.908	0.962	0.990
chr19,10522378,10522735	0.625	NA	0.923	0.273
chr19,44812384,44812762	0.348	0.467	0.533	1.000
chr19,5891956,5892821	0.071	0.048	0.153	0.364
chr19,11870933,11871704	0.700	NA	0.875	1.000
chr19,35517951,35518679	0.722	0.914	0.930	NA
chr19,33086954,33087339	1.000	1.000	0.750	0.333
chr19,44432649,44433323	0.250	NA	1.000	1.000
chr19,10063084,10063138	NA	NA	0.929	0.000
chr19,42237043,42238352	0.855	0.769	0.431	0.579
chr19,53784174,53786626	0.997	NA	0.808	0.900
chr19,56529696,56531698	0.860	0.758	0.725	0.500
chr19,4923055,4923556	0.906	0.950	NA	0.593
chr19,56713842,56714386	0.917	0.750	0.833	0.559
chr19,4573106,4573551	1.000	1.000	0.992	0.500
chr19,40116320,40121351	0.350	0.825	0.435	0.679
chr19,5685975,5686245	0.333	NA	NA	1.000
chr19,41874501,41875698	0.842	0.735	0.784	1.000
chr19,15481565,15481834	0.684	0.737	0.868	0.526
chr19,30418418,30418776	1.000	0.250	NA	0.765
chr19,36194175,36194796	0.733	0.921	0.678	0.578
chr19,55455613,55455662	NA	1.000	0.677	NA
chr19,55700044,55700479	0.200	0.468	0.441	0.167
chr19,32067184,32068401	0.838	0.699	0.852	0.919
chr19,14115311,14115941	0.355	0.071	0.541	0.071
chr19,10579907,10580945	0.780	0.816	0.961	0.708
chr19,46294655,46294887	0.968	NA	NA	0.265
chr19,38466853,38468104	0.929	1.000	0.987	0.718
chr19,42879714,42879885	0.759	1.000	NA	NA
chr19,59044728,59046217	0.914	0.643	0.929	0.600
chr19,49203493,49203668	NA	1.000	1.000	0.636
chr19,8998697,9000685	0.354	0.667	0.787	0.574
chr19,6648979,6649490	0.714	NA	1.000	NA
chr19,49856648,49858239	0.743	0.849	0.901	0.636
chr19,46280881,46281464	0.906	0.886	0.973	0.455
chr19,14122287,14124036	0.889	0.795	0.990	0.958
chr19,14283800,14285156	0.930	1.000	0.944	0.091
chr19,59029805,59030111	0.227	0.429	0.333	0.043
chr19,16567528,16569716	0.325	0.417	0.347	0.184
chr19,55642186,55643472	0.898	0.735	0.921	0.808
chr19,30339793,30339956	0.909	NA	0.444	NA
chr19,19469400,19469767	0.269	NA	0.412	0.765
chr19,54077193,54078282	0.726	0.611	0.915	0.559
chr19,46201630,46203175	0.951	1.000	0.847	0.649
chr19,15502496,15504700	0.829	0.807	0.965	0.896
chr19,36053340,36054601	0.720	0.585	0.802	0.635
chr19,56056107,56056953	0.831	0.743	0.957	0.636
chr19,57255124,57256719	0.808	0.500	0.895	0.741
chr19,42398161,42399109	0.741	0.615	0.913	0.663
chr19,2805335,2805680	1.000	0.806	0.944	1.000
chr19,18138388,18138796	0.907	1.000	1.000	1.000
chr19,30511443,30512530	1.000	0.697	0.921	1.000
chr19,5441805,5442327	0.818	0.583	0.905	0.900
chr19,22831077,22832642	0.778	0.250	1.000	0.569
chr19,692948,693542	0.739	0.741	0.356	0.086
chr19,12977735,12977893	0.531	NA	0.917	NA
chr19,5982630,5984125	0.556	0.172	0.769	0.920
chr19,38529473,38531197	0.847	0.672	0.880	0.913
chr19,2405491,2406108	0.765	0.926	0.820	0.333
chr19,8538744,8540341	0.464	0.304	0.816	0.000
chr19,56204834,56205456	0.897	0.576	0.889	NA
chr19,35424558,35426006	0.771	0.953	0.680	0.939
chr19,54328939,54329404	1.000	NA	0.692	NA
chr19,15053865,15054906	0.500	0.273	0.263	0.000
chr19,22137439,22140180	0.818	0.968	0.619	0.941
chr19,32194126,32195972	0.481	0.833	0.568	0.698
chr19,48798021,48799304	0.919	1.000	0.804	0.991
chr19,5946535,5947417	0.791	0.850	1.000	0.875
chr19,39635056,39635983	0.095	0.000	0.656	0.429
chr19,1706485,1707266	0.701	0.483	0.877	0.651
chr19,6948758,6950448	0.939	0.828	0.881	0.975
chr19,8257113,8257689	0.533	0.697	0.721	0.083
chr19,2503573,2503740	0.833	1.000	NA	0.316
chr19,17160191,17160490	0.973	1.000	NA	0.250
chr19,40790163,40790778	0.063	0.154	0.000	0.000
chr19,40442475,40443150	0.947	0.882	0.990	0.765
chr19,54342708,54342982	0.739	NA	0.812	1.000
chr19,56147304,56147737	0.333	0.867	0.455	NA
chr19,20297881,20299601	1.000	0.958	0.797	0.843
chr19,57526149,57526472	NA	NA	0.941	0.462
chr19,10769617,10769921	1.000	NA	0.550	NA
chr19,8828491,8829071	0.983	0.737	0.800	0.833
chr19,18770117,18770773	0.297	0.250	0.222	0.000
chr19,17160637,17160753	0.464	0.727	1.000	NA
chr19,40590554,40590949	0.774	0.136	0.237	NA
chr19,43785742,43789212	0.857	0.629	0.846	1.000
chr19,18471575,18471734	0.688	1.000	NA	1.000
chr19,39570356,39571318	0.726	0.889	0.962	1.000
chr19,14114804,14115250	0.907	0.875	0.645	1.000
chr19,13336122,13336807	1.000	0.364	0.895	NA
chr19,10928637,10929531	0.892	1.000	0.918	0.467
chr19,38180019,38181166	0.815	0.800	0.967	1.000
chr19,19102889,19103251	0.892	0.868	0.840	0.333
chr19,56823975,56824588	NA	0.882	0.889	0.000
chr19,27877046,27878698	0.658	0.544	0.589	0.087
chr19,56606357,56606724	0.854	0.600	0.881	0.733
chr19,30619182,30621902	0.961	0.825	0.816	0.839
chr19,29597346,29598536	0.484	0.897	0.800	NA
chr19,8412967,8413678	0.704	0.750	0.946	1.000
chr19,41998321,42000164	0.840	1.000	0.804	1.000
chr19,53158848,53159868	0.875	1.000	0.667	1.000
chr19,20851213,20852025	0.600	0.812	0.750	0.304
chr19,51689396,51689605	0.583	NA	1.000	NA
chr19,14726866,14728504	0.783	0.567	0.351	0.467
chr19,53781780,53782896	0.500	0.300	0.765	0.684
chr19,4334428,4336290	0.969	0.826	0.920	0.700
chr19,39777321,39778075	0.579	1.000	0.833	NA
chr19,3921182,3922189	0.825	NA	0.948	0.746
chr19,40962664,40962969	1.000	NA	0.963	0.800
chr19,58777857,58778272	0.812	NA	NA	0.993
chr19,4811358,4811619	NA	1.000	NA	0.533
chr19,17725441,17725566	NA	1.000	NA	0.188
chr19,4264584,4264870	0.667	0.853	0.333	NA
chr19,34289639,34290505	0.744	1.000	0.977	0.923
chr19,3967380,3967916	0.917	NA	1.000	1.000
chr19,40383138,40389387	0.417	NA	0.235	1.000
chr19,4900804,4901158	0.911	0.172	0.238	0.737
chr19,1678665,1679805	0.854	0.727	0.860	0.556
chr19,2422321,2422392	NA	1.000	1.000	0.778
chr19,12669341,12669654	0.583	0.958	0.500	NA
chr19,1192235,1193488	0.200	0.595	0.500	0.214
chr19,46128370,46128712	0.985	0.686	0.930	0.898
chr19,11470514,11470865	1.000	0.706	0.875	1.000
chr19,16673111,16674026	0.974	1.000	0.988	0.442
chr19,39400658,39400722	0.750	NA	1.000	NA
chr19,36372947,36374475	0.649	0.326	0.858	0.950
chr19,20291183,20291567	NA	1.000	NA	0.385
chr19,47139045,47139957	0.099	0.156	0.388	0.136
chr19,2445943,2446863	0.059	0.113	0.266	0.287
chr19,32526838,32527065	0.278	NA	1.000	NA
chr19,6592506,6592713	NA	1.000	0.643	NA
chr19,18079506,18079719	0.108	NA	0.800	0.000
chr19,35570890,35571815	0.868	1.000	0.963	0.769
chr19,54346664,54347379	0.786	0.714	0.905	1.000
chr19,30592832,30595086	0.923	0.888	0.922	0.775
chr19,44680031,44680267	0.227	0.938	0.727	NA
chr19,42305827,42306355	0.310	0.417	0.476	0.040
chr19,12033158,12035106	0.216	0.474	0.461	0.309
chr19,5745955,5746129	0.600	0.550	NA	1.000
chr19,7503842,7504454	0.671	0.640	0.912	1.000
chr19,32578345,32579920	0.884	0.979	0.788	1.000
chr19,23271388,23272504	0.949	0.970	0.864	0.719
chr19,33117584,33117844	0.864	0.575	0.988	NA
